52502.22122822797	750	4.0	7.006767623883766	450283	7006.767623883766	0.6841232	-29.379100782700192
52504.674860628686	300	5.54636759928349	0.0	155580	2453.632400716509	0.2771668	-0.15000000000000002
52506.69915767496	300	7.522070553020605	0.0	139857	2024.297046262886	0.06541753	0.3
52508.820084544306	300	9.40114368366315	0.0	155432	2120.926869357453	0.062402572	0.3
52510.4218765169	300	11.799351711074301	0.0	163442	1601.7919725888507	0.10068186	0.3
52511.67639792704	300	14.54483030093387	0.0	126289	1254.5214101404308	0.42510688	0.3
52513.173128801674	300	17.04809942629858	0.0	153295	1496.7308746352905	0.48764524	0.3
52514.55352487116	300	19.66770335681059	0.0	173849	1380.3960694879916	0.43539453	0.3
52515.70486318796	300	22.516365040010843	0.0	150710	1151.33831679975	0.87671584	0.3
52516.77370610853	300	25.447522119445324	0.0	139105	1068.842920565518	0.9032456	0.3
52519.36460863829	750	26.856619589686133	0.0	353220	2590.9025297591907	1.0048685	0.3
52521.698549728164	750	28.522678499811988	0.0	405134	2333.941089874143	0.49133202	0.75
52523.785850138054	750	30.43537808992296	0.0	386351	2087.300409889025	0.6820011	0.75
52526.282657557305	750	31.938570670664408	0.0	434409	2496.807419258552	0.7691011	0.75
52528.32728187634	750	33.89394635163097	0.0	337059	2044.6243190334383	0.8149862	0.75
52530.57317689305	750	35.64805133491981	0.0	366214	2245.895016711156	0.90428656	0.75
52532.883246365964	750	37.33798186200316	0.0	360831	2310.0694729166544	0.87563574	0.75
52535.26829610069	750	38.95293212728687	0.0	372963	2385.049734716292	0.9502163	0.75
52538.093609846444	750	40.12761838153115	0.0	405596	2825.3137457557136	0.8592004	0.75
52540.59581912803	750	41.625409099946516	0.0	350713	2502.2092815846345	0.861748	0.75
52543.33098529726	750	42.89024293070939	0.0	386472	2735.166169237125	0.9698286	0.75
52546.112251061975	750	44.108977165995064	0.0	399894	2781.2657647143274	0.920151	0.75
52548.898194658934	750	45.323033569035466	0.0	401853	2785.943596959595	0.9311058	0.75
52551.27673369885	750	46.944494529123084	0.0	343800	2378.5390399123894	1.0288103	0.75
52553.762932349455	750	48.45829587850764	0.0	359903	2486.1986506154403	1.0802435	0.75
52556.44586284899	750	49.77536537897536	0.0	379700	2682.930499532278	1.1083717	0.75
52559.45606293683	750	50.76516529114048	0.0	425781	3010.200087834884	1.0089375	0.75
52561.48241316084	750	52.73881506713307	0.0	277716	2026.3502240074076	1.1850792	0.75
52564.28171359244	750	53.93951463553324	0.0	400396	2799.3004315998246	1.2468036	0.75
52566.916149206234	750	55.30507902173578	0.0	400508	2634.435613797461	1.2139186	0.75
52569.28388689165	750	56.937341336322596	0.0	358218	2367.737685413177	1.3070544	0.75
52572.0737479545	750	58.147480273474464	0.0	400322	2789.86106284813	1.3623875	0.75
52574.642710350425	750	59.57851787754804	0.0	369834	2568.9623959264313	1.3085144	0.75
52578.517355534736	750	59.703872693238004	0.0	412837	2874.6451843100376	1.3573861	0.75
52582.48076024507	750	59.74046798289686	0.0	401088	2963.404710341144	1.3825394	0.75
52586.68830110046	750	59.53292712750568	0.0	365161	2707.5408553911757	1.416109	0.75
52592.16730454517	1850	58.053923682798434	0.0	728962	5479.003444707246	1.3811123	0.75
52599.167706064116	1850	55.05352216386098	0.0	938587	7000.401518937457	1.1070391	1.85
52605.22729409862	1850	52.99393412935268	0.0	908665	6059.588034508296	0.9990587	1.85
52611.70691620783	1850	50.514312020141915	0.0	930577	6479.6221092107635	0.9503837	1.85
52617.66426933895	1850	48.55695888902562	0.0	858450	5957.353131116296	0.89002675	1.85
52624.97225569083	1850	45.24897253714742	0.0	1025005	7307.986351878201	0.98609835	1.85
52631.071456154204	1850	43.14977207377238	0.0	886255	6099.200463375039	0.8621722	1.85
52637.906812486974	1850	40.31441574100227	0.0	973972	6835.356332770105	0.7135004	1.85
52644.6755734636	1850	37.54565476437823	0.0	958994	6768.760976624048	0.6385628	1.85
52651.54421951487	1850	34.67700871311323	0.0	982064	6868.646051264992	0.5809896	1.85
52657.53161535627	1850	32.689612871713074	0.0	830730	5987.395841400157	0.57460624	1.85
52663.734489321825	1850	30.486738906150347	0.0	846370	6202.873965562729	0.43843466	1.85

